1 0
0.98 0.00440384130955354
0.96 0.0084566350531566
0.94 0.0121547380817278
0.92 0.0155026041355896
0.9 0.0185112664799993
0.88 0.0211969513176342
0.86 0.023579818565205
0.84 0.0256828264956986
0.82 0.0275307166557515
0.8 0.0291491153685801
0.78 0.0305637480258356
0.76 0.0317997622556785
0.74 0.0328811559280427
0.72 0.0338303058200228
0.7 0.0346675926128263
0.68 0.0354111177246905
0.66 0.0360765072990387
0.64 0.0366767984608412
0.62 0.0372224027228713
0.6 0.0377211411625797
0.58 0.0381783456937797
0.56 0.0385970204178142
0.54 0.0389780566468852
0.52 0.0393204947355924
0.5 0.039621825319544
0.48 0.0398783219212256
0.46 0.040085396115157
0.44 0.0402379655088059
0.42 0.040330823640665
0.4 0.0403589994495184
0.38 0.0403180921257854
0.36 0.0402045647671286
0.34 0.0400159771049341
0.32 0.0397511333114475
0.3 0.0394101150217612
0.28 0.0389941613876763
0.26 0.0385053458739914
0.24 0.0379459813298833
0.22 0.0373176566065981
0.2 0.0366197622865677
0.18 0.0358472857526461
0.16 0.0349875179103649
0.14 0.0340150521527881
0.12 0.0328839207106286
0.1 0.0315145107737169
0.08 0.0297698548409255
0.06 0.0274067895093124
0.04 0.023952849066172
0.02 0.0182587112967182
0 0
0.02 -0.0182094339671859
0.04 -0.0244765403354336
0.06 -0.0284606266026536
0.08 -0.0311939667503231
0.1 -0.0331253208267421
0.12 -0.0345142341576671
0.14 -0.0355323838614286
0.16 -0.0363008754463796
0.18 -0.0369071079433823
0.2 -0.0374136363360708
0.22 -0.0378634650658621
0.24 -0.0382836034072359
0.26 -0.038687719357523
0.28 -0.039078302594017
0.3 -0.0394485477997804
0.32 -0.0397840699592236
0.34 -0.0400645106068256
0.36 -0.040265065053483
0.38 -0.0403579441520461
0.4 -0.0403137745793899
0.42 -0.0401029359473617
0.44 -0.0396968296876629
0.46 -0.0390690726673996
0.48 -0.038196607346843
0.5 -0.037060719668479
0.52 -0.0356479555709984
0.54 -0.0339509269317551
0.56 -0.0319689977795379
0.58 -0.0297088417371377
0.6 -0.0271848618184472
0.62 -0.024419463897155
0.64 -0.0214431753701099
0.66 -0.0182946007494682
0.68 -0.0150202061282175
0.7 -0.0116739246700663
0.72 -0.00831657547484149
0.74 -0.00501508836319828
0.76 -0.00184152730897132
0.78 0.00112809457635381
0.8 0.00381521543477676
0.82 0.00614034719662825
0.84 0.00802492687547669
0.86 0.00939340309521825
0.88 0.0101755641843828
0.9 0.0103091140423424
0.92 0.00974250185811177
0.94 0.00843801164440421
0.96 0.00637511743717366
0.98 0.00355410990369834
1 0
