1.00000000  0.00000000
0.98429268  0.00348792
0.96858924  0.00675956
0.95289355  0.00981120
0.93720948  0.01264269
0.92154090  0.01525690
0.90589169  0.01765933
0.89026569  0.01985761
0.87466677  0.02186107
0.85909877  0.02368042
0.84356553  0.02532732
0.82807090  0.02681408
0.81261869  0.02815336
0.79721270  0.02935790
0.78185676  0.03044032
0.76655464  0.03141286
0.75131011  0.03228726
0.73612695  0.03307462
0.72100889  0.03378527
0.70595967  0.03442867
0.69098301  0.03501342
0.67608258  0.03554716
0.66126208  0.03603657
0.64652516  0.03648741
0.63187545  0.03690453
0.61731657  0.03729190
0.60285211  0.03765266
0.58848564  0.03798919
0.57422071  0.03830321
0.56006083  0.03859580
0.54600950  0.03886754
0.53207019  0.03911856
0.51824633  0.03934861
0.50454133  0.03955719
0.49095858  0.03974359
0.47750144  0.03990699
0.46417321  0.04004651
0.45097718  0.04016129
0.43791662  0.04025051
0.42499475  0.04031351
0.41221475  0.04034974
0.39957977  0.04035886
0.38709295  0.04034075
0.37475734  0.04029548
0.36257601  0.04022336
0.35055195  0.04012493
0.33868813  0.04000095
0.32698749  0.03985235
0.31545289  0.03968026
0.30408720  0.03948595
0.29289322  0.03927080
0.28187370  0.03903626
0.27103137  0.03878383
0.26036891  0.03851501
0.24988893  0.03823124
0.23959403  0.03793391
0.22948676  0.03762426
0.21956959  0.03730338
0.20984499  0.03697217
0.20031534  0.03663132
0.19098301  0.03628126
0.18185028  0.03592215
0.17291943  0.03555386
0.16419264  0.03517600
0.15567207  0.03478783
0.14735984  0.03438836
0.13925797  0.03397629
0.13136849  0.03355004
0.12369332  0.03310778
0.11623437  0.03264746
0.10899348  0.03216681
0.10197242  0.03166341
0.09517295  0.03113470
0.08859672  0.03057803
0.08224537  0.02999073
0.07612047  0.02937010
0.07022351  0.02871351
0.06455597  0.02801844
0.05911923  0.02728249
0.05391464  0.02650348
0.04894348  0.02567943
0.04420699  0.02480868
0.03970631  0.02388986
0.03544258  0.02292197
0.03141684  0.02190438
0.02763008  0.02083687
0.02408324  0.01971965
0.02077719  0.01855336
0.01771275  0.01733912
0.01489067  0.01607848
0.01231166  0.01477342
0.00997634  0.01342638
0.00788530  0.01204021
0.00603904  0.01061817
0.00443804  0.00916387
0.00308267  0.00768126
0.00197327  0.00617458
0.00111013  0.00464833
0.00049344  0.00310723
0.00012337  0.00155613
0.00000000  0.00000000
0.00012337  -0.00150108
0.00049344  -0.00299944
0.00111013  -0.00449235
0.00197327  -0.00597709
0.00308267  -0.00745094
0.00443804  -0.00891115
0.00603904  -0.01035502
0.00788530  -0.01177980
0.00997634  -0.01318281
0.01231166  -0.01456135
0.01489067  -0.01591276
0.01771275  -0.01723445
0.02077719  -0.01852387
0.02408324  -0.01977857
0.02763008  -0.02099617
0.03141684  -0.02217447
0.03544258  -0.02331137
0.03970631  -0.02440497
0.04420699  -0.02545358
0.04894348  -0.02645571
0.05391464  -0.02741015
0.05911923  -0.02831595
0.06455597  -0.02917247
0.07022351  -0.02997940
0.07612047  -0.03073675
0.08224537  -0.03144489
0.08859672  -0.03210454
0.09517295  -0.03271680
0.10197242  -0.03328311
0.10899348  -0.03380527
0.11623437  -0.03428542
0.12369332  -0.03472601
0.13136849  -0.03512978
0.13925797  -0.03549970
0.14735984  -0.03583896
0.15567207  -0.03615091
0.16419264  -0.03643898
0.17291943  -0.03670666
0.18185028  -0.03695737
0.19098301  -0.03719446
0.20031534  -0.03742108
0.20984499  -0.03764013
0.21956959  -0.03785417
0.22948676  -0.03806533
0.23959403  -0.03827526
0.24988893  -0.03848503
0.26036891  -0.03869505
0.27103137  -0.03890507
0.28187370  -0.03911402
0.29289322  -0.03932008
0.30408720  -0.03952053
0.31545289  -0.03971181
0.32698749  -0.03988950
0.33868813  -0.04004827
0.35055195  -0.04018199
0.36257601  -0.04028368
0.37475734  -0.04034564
0.38709295  -0.04035950
0.39957977  -0.04031631
0.41221475  -0.04020668
0.42499475  -0.04002089
0.43791662  -0.03974905
0.45097718  -0.03938128
0.46417321  -0.03890792
0.47750144  -0.03831967
0.49095858  -0.03760784
0.50454133  -0.03676459
0.51824633  -0.03578314
0.53207019  -0.03465799
0.54600950  -0.03338519
0.56006083  -0.03196254
0.57422071  -0.03038984
0.58848564  -0.02866907
0.60285211  -0.02680464
0.61731657  -0.02480350
0.63187545  -0.02267537
0.64652516  -0.02043276
0.66126208  -0.01809116
0.67608258  -0.01566902
0.69098301  -0.01318776
0.70595967  -0.01067173
0.72100889  -0.00814811
0.73612695  -0.00564674
0.75131011  -0.00319991
0.76655464  -0.00084203
0.78185676  0.00139068
0.79721270  0.00346062
0.81261869  0.00532938
0.82807090  0.00695823
0.84356553  0.00830880
0.85909877  0.00934385
0.87466677  0.01002801
0.89026569  0.01032867
0.90589169  0.01021693
0.92154090  0.00966861
0.93720948  0.00866528
0.95289355  0.00719544
0.96858924  0.00525563
0.98429268  0.00285169
1.00000000  0.00000000
