1.00000000  0.00000000
0.98429268  0.00544489
0.96858924  0.01055420
0.95289355  0.01532315
0.93720948  0.01975245
0.92154090  0.02384755
0.90589169  0.02761788
0.89026569  0.03107609
0.87466677  0.03423748
0.85909877  0.03711927
0.84356553  0.03974013
0.82807090  0.04211958
0.81261869  0.04427757
0.79721270  0.04623407
0.78185676  0.04800868
0.76655464  0.04962035
0.75131011  0.05108709
0.73612695  0.05242580
0.72100889  0.05365207
0.70595967  0.05478009
0.69098301  0.05582254
0.67608258  0.05679059
0.66126208  0.05769385
0.64652516  0.05854043
0.63187545  0.05933698
0.61731657  0.06008876
0.60285211  0.06079973
0.58848564  0.06147269
0.57422071  0.06210936
0.56006083  0.06271057
0.54600950  0.06327633
0.53207019  0.06380604
0.51824633  0.06429856
0.50454133  0.06475241
0.49095858  0.06516586
0.47750144  0.06553706
0.46417321  0.06586417
0.45097718  0.06614543
0.43791662  0.06637928
0.42499475  0.06656442
0.41221475  0.06669988
0.39957977  0.06678503
0.38709295  0.06681968
0.37475734  0.06680401
0.36257601  0.06673867
0.35055195  0.06662469
0.33868813  0.06646348
0.32698749  0.06625684
0.31545289  0.06600684
0.30408720  0.06571584
0.29289322  0.06538639
0.28187370  0.06502117
0.27103137  0.06462294
0.26036891  0.06419445
0.24988893  0.06373838
0.23959403  0.06325726
0.22948676  0.06275344
0.21956959  0.06222896
0.20984499  0.06168555
0.20031534  0.06112454
0.19098301  0.06054686
0.18185028  0.05995296
0.17291943  0.05934279
0.16419264  0.05871582
0.15567207  0.05807099
0.14735984  0.05740674
0.13925797  0.05672099
0.13136849  0.05601122
0.12369332  0.05527445
0.11623437  0.05450730
0.10899348  0.05370605
0.10197242  0.05286670
0.09517295  0.05198499
0.08859672  0.05105655
0.08224537  0.05007691
0.07612047  0.04904159
0.07022351  0.04794620
0.06455597  0.04678652
0.05911923  0.04555855
0.05391464  0.04425862
0.04894348  0.04288346
0.04420699  0.04143024
0.03970631  0.03989670
0.03544258  0.03828112
0.03141684  0.03658246
0.02763008  0.03480034
0.02408324  0.03293511
0.02077719  0.03098784
0.01771275  0.02896036
0.01489067  0.02685526
0.01231166  0.02467589
0.00997634  0.02242629
0.00788530  0.02011124
0.00603904  0.01773618
0.00443804  0.01530714
0.00308267  0.01283073
0.00197327  0.01031407
0.00111013  0.00776466
0.00049344  0.00519039
0.00012337  0.00259940
0.00000000  0.00000000
0.00012337  -0.00250522
0.00049344  -0.00500586
0.00111013  -0.00749735
0.00197327  -0.00997511
0.00308267  -0.01243455
0.00443804  -0.01487110
0.00603904  -0.01728017
0.00788530  -0.01965720
0.00997634  -0.02199766
0.01231166  -0.02429704
0.01489067  -0.02655090
0.01771275  -0.02875490
0.02077719  -0.03090477
0.02408324  -0.03299641
0.02763008  -0.03502590
0.03141684  -0.03698952
0.03544258  -0.03888381
0.03970631  -0.04070560
0.04420699  -0.04245206
0.04894348  -0.04412076
0.05391464  -0.04570968
0.05911923  -0.04721726
0.06455597  -0.04864247
0.07022351  -0.04998478
0.07612047  -0.05124426
0.08224537  -0.05242153
0.08859672  -0.05351783
0.09517295  -0.05453501
0.10197242  -0.05547549
0.10899348  -0.05634230
0.11623437  -0.05713901
0.12369332  -0.05786973
0.13136849  -0.05853903
0.13925797  -0.05915189
0.14735984  -0.05971363
0.15567207  -0.06022983
0.16419264  -0.06070622
0.17291943  -0.06114859
0.18185028  -0.06156269
0.19098301  -0.06195406
0.20031534  -0.06232797
0.20984499  -0.06268923
0.21956959  -0.06304210
0.22948676  -0.06339012
0.23959403  -0.06373603
0.24988893  -0.06408160
0.26036891  -0.06442754
0.27103137  -0.06477336
0.28187370  -0.06511734
0.29289322  -0.06545638
0.30408720  -0.06578599
0.31545289  -0.06610025
0.32698749  -0.06639175
0.33868813  -0.06665167
0.35055195  -0.06686975
0.36257601  -0.06703444
0.37475734  -0.06713289
0.38709295  -0.06715119
0.39957977  -0.06707447
0.41221475  -0.06688709
0.42499475  -0.06657290
0.43791662  -0.06611548
0.45097718  -0.06549841
0.46417321  -0.06470561
0.47750144  -0.06372165
0.49095858  -0.06253210
0.50454133  -0.06112394
0.51824633  -0.05948591
0.53207019  -0.05760889
0.54600950  -0.05548634
0.56006083  -0.05311463
0.57422071  -0.05049345
0.58848564  -0.04762614
0.60285211  -0.04452003
0.61731657  -0.04118675
0.63187545  -0.03764244
0.64652516  -0.03390798
0.66126208  -0.03000914
0.67608258  -0.02597663
0.69098301  -0.02184611
0.70595967  -0.01765810
0.72100889  -0.01345785
0.73612695  -0.00929502
0.75131011  -0.00522331
0.76655464  -0.00130004
0.78185676  0.00241451
0.79721270  0.00585779
0.81261869  0.00896581
0.82807090  0.01167408
0.84356553  0.01391872
0.85909877  0.01563765
0.87466677  0.01677191
0.89026569  0.01726713
0.90589169  0.01707504
0.92154090  0.01615520
0.93720948  0.01447671
0.95289355  0.01202012
0.96858924  0.00877936
0.98429268  0.00476373
1.00000000  0.00000000
